Travelling empty duration,Full slope length,Empty slope length,Inpit Ramp length,Inpit Ramp Grade,Dump Ramp length,Dump Ramp Grade,Empty Weight (kg),Max Gross OperatingWeight,Total_weight,Overweight,predicted,pred
830.0,07087.420,03720.220,03319.140,9.14,060.000,8.33,124114,317514.85,187100.0,0,532.0615993193546,532.0615993193546
537.0,04054.250,04431.310,03263.690,9.14,0754.000,7.69,124114,317514.85,188500.0,0,395.8968043720156,395.8968043720156
699.0,07006.480,05805.630,03552.630,9.16,0000,9.52,124114,317514.85,191700.0,0,421.6791145476756,421.6791145476756
482.0,04850.790,05078.930,03263.690,9.14,0000,9.52,124114,317514.85,179800.0,0,422.62974616590174,422.62974616590174
882.0,05281.270,06288.800,03462.330,9.16,0754.000,7.69,114114,317514.85,188600.0,0,386.0004466823318,386.0004466823318
654.0,05149.340,04980.670,03562.640,9.16,0456.000,8.33,124114,317514.85,182000.0,0,448.9916898642687,448.9916898642687
1169.0,04287.940,05250.730,0219.020,9.60,0000,10.00,114114,317514.85,189200.0,0,171.28057690035442,171.28057690035442
572.0,04499.470,04597.310,03097.540,9.34,0000,0.00,124114,317514.85,179600.0,0,425.7141662259293,425.7141662259293
980.0,05149.950,04395.230,03319.140,9.14,0754.000,7.69,124114,317514.85,188500.0,0,408.3369153486892,408.3369153486892
650.0,05798.880,04579.440,03372.120,9.14,0696.000,8.33,114114,317514.85,188100.0,0,165.70698950630734,165.70698950630734
502.0,05614.310,05397.640,03372.120,9.14,01176.000,8.33,114114,317514.85,189100.0,0,405.98520693483135,405.98520693483135
626.0,04542.280,04946.100,03275.050,9.14,0000,0.00,124114,317514.85,195200.0,0,157.45876047403146,157.45876047403146
573.0,04826.930,04663.400,03319.140,9.14,0000,0.00,114114,317514.85,195400.0,0,456.7436526056739,456.7436526056739
378.0,02646.290,02203.830,035.570,8.26,0552.000,8.33,124114,317514.85,187800.0,0,161.57557905841767,161.57557905841767
481.0,02143.190,01866.400,0127.330,9.41,0552.000,8.33,124114,317514.85,197000.0,0,361.50408670359553,361.50408670359553
865.0,05454.830,07742.640,03362.250,9.14,0000,0.00,124114,317514.85,187300.0,0,441.82130185273394,441.82130185273394
743.0,05737.540,05561.200,03362.250,9.14,0000,0.00,124114,317514.85,196400.0,0,577.8056887519722,577.8056887519722
902.0,03505.970,03682.040,096.740,9.03,0000,10.00,114114,317514.85,184800.0,0,157.4761584459997,157.4761584459997
947.0,05097.550,07068.390,03362.250,9.14,0135.000,6.67,124114,317514.85,186100.0,0,164.84208395247276,164.84208395247276
1001.0,06205.510,07238.150,03372.120,9.14,0000,0.00,124114,317514.85,182100.0,0,470.3529798917091,470.3529798917091
829.0,06419.890,05449.650,03275.050,9.14,024.000,8.33,114114,317514.85,203300.0,0,173.16054132940656,173.16054132940656
608.0,02485.760,04819.890,03319.140,9.14,0754.000,7.69,114114,317514.85,194900.0,0,158.22005883495243,158.22005883495243
993.0,04272.820,05175.610,03263.690,9.14,0754.000,7.69,124114,317514.85,192900.0,0,441.41007340229754,441.41007340229754
556.0,04842.640,05204.370,03263.690,9.14,0754.000,7.69,114114,317514.85,179000.0,0,372.5151776668541,372.5151776668541
528.0,04279.050,04484.170,03149.950,9.34,0135.000,6.67,114114,317514.85,192200.0,0,146.81470982869837,146.81470982869837
595.0,05207.470,05347.160,03362.250,9.14,0000,9.52,124114,317514.85,195400.0,0,519.2970619274957,519.2970619274957
614.0,04824.690,05790.810,03263.690,9.14,0754.000,7.69,114114,317514.85,181100.0,0,343.18488191122543,343.18488191122543
919.0,05630.840,05565.220,03275.050,9.14,0000,9.52,124114,317514.85,190100.0,0,322.3678745752722,322.3678745752722
548.0,04784.670,04953.470,03097.540,9.34,0996.000,8.33,124114,317514.85,190500.0,0,156.92786797297333,156.92786797297333
0.0,05015.020,023.400,03372.120,9.14,0754.000,7.69,124114,317514.85,188100.0,0,145.7357114769588,145.7357114769588
608.0,05417.460,05337.720,03362.250,9.14,0000,0.00,124114,317514.85,192700.0,0,135.43392822237053,135.43392822237053
881.0,05903.320,05970.390,03462.330,9.16,0000,0.00,114114,317514.85,199600.0,0,379.8856692004728,379.8856692004728
631.0,05594.060,05561.020,03372.120,9.14,0000,9.52,124114,317514.85,197600.0,0,151.85716442890424,151.85716442890424
872.0,05495.290,07614.830,03275.050,9.14,01056.000,8.33,124114,317514.85,188000.0,0,148.9757479177635,148.9757479177635
78.0,03458.260,03451.110,0157.890,9.47,036.000,8.33,114114,317514.85,186500.0,0,382.03543882869747,382.03543882869747
181.0,08724.500,06544.010,03451.950,9.16,0780.000,7.69,124114,317514.85,2700.0,0,426.76623342672764,426.76623342672764
122.0,05169.820,0100.290,03263.690,9.14,0754.000,7.69,124114,317514.85,193400.0,0,157.29377738925393,157.29377738925393
201.0,05430.200,01106.990,03108.020,9.34,01056.000,8.33,124114,317514.85,186600.0,0,410.7810021201245,410.7810021201245
1532.486,04997.540,06645.860,03451.950,9.16,0336.000,8.33,124114,317514.85,189500.0,0,429.39251408922473,429.39251408922473
553.0,05028.490,05256.780,03362.250,9.14,0135.000,6.67,124114,317514.85,196700.0,0,152.49611569067807,152.49611569067807
768.0,05246.840,06352.800,03552.630,9.16,0456.000,8.33,124114,317514.85,191100.0,0,182.3448023612857,182.3448023612857
706.0,06843.800,05831.330,03462.330,9.16,0000,9.09,114114,317514.85,179300.0,0,175.4786057467366,175.4786057467366
597.0,06177.780,06085.480,03602.680,9.17,0000,6.67,124114,317514.85,181400.0,0,278.0800674396383,278.0800674396383
515.0,05215.070,04475.330,03263.690,9.14,01056.000,8.33,114114,317514.85,177500.0,0,174.0749877080204,174.0749877080204
753.0,05786.900,07207.290,03642.720,9.18,0000,0.00,114114,317514.85,180400.0,0,160.87982368763937,160.87982368763937
356.0,03016.790,02992.560,096.740,9.03,036.000,8.33,114114,317514.85,182300.0,0,427.8551306138135,427.8551306138135
556.0,04627.790,04143.560,03319.140,9.14,0105.000,9.52,114114,317514.85,175300.0,0,26718.2886802639,26718.2886802639
484.0,04947.050,04921.300,03263.690,9.14,0000,9.52,124114,317514.85,189500.0,0,128.14132504281503,128.14132504281503
732.0,04924.570,05701.340,03451.950,9.16,0336.000,8.33,124114,317514.85,192100.0,0,144.60247323091897,144.60247323091897
656.0,06348.050,03888.650,03372.120,9.14,0000,0.00,124114,317514.85,188000.0,0,159.76695576818528,159.76695576818528
537.0,05004.270,04843.140,03503.830,9.17,0456.000,8.33,114114,317514.85,179600.0,0,167.5406540113441,167.5406540113441
574.0,05567.740,05288.940,03263.690,9.14,01056.000,8.33,124114,317514.85,186200.0,0,415.61526341783787,415.61526341783787
1094.0,04744.550,07064.730,03602.680,9.17,0135.000,6.67,114114,317514.85,184300.0,0,418.1295302602614,418.1295302602614
843.0,04335.530,05574.200,03097.540,9.34,0336.000,8.33,124114,317514.85,192400.0,0,160.44837197497367,160.44837197497367
806.0,04415.860,05841.130,03275.050,9.14,0336.000,8.33,114114,317514.85,186000.0,0,128.20389183975396,128.20389183975396
514.0,04206.110,04474.070,03263.690,9.14,0135.000,6.67,114114,317514.85,186600.0,0,168.90311881102684,168.90311881102684
581.0,04099.150,03962.190,0219.020,9.60,0000,10.00,114114,317514.85,188600.0,0,147.63184809283172,147.63184809283172
612.0,05185.090,05099.470,03362.250,9.14,0000,9.52,114114,317514.85,196500.0,0,552.3515056599316,552.3515056599316
804.0,06245.620,08367.340,03462.330,9.16,0720.000,6.67,114114,317514.85,186600.0,0,164.27436601600738,164.27436601600738
525.0,04719.830,04550.980,03319.140,9.14,0000,6.67,124114,317514.85,193200.0,0,381.8245522602358,381.8245522602358
728.0,05224.570,04879.890,03642.720,9.18,0000,0.00,114114,317514.85,184900.0,0,385.1360030282831,385.1360030282831
596.0,05602.100,05503.380,03362.250,9.14,0000,0.00,124114,317514.85,180200.0,0,500.85575397781196,500.85575397781196
946.0,05717.470,06003.920,03275.050,9.14,01056.000,8.33,124114,317514.85,188200.0,0,153.86820440075402,153.86820440075402
552.0,04785.890,05266.840,03552.630,9.16,0456.000,8.33,124114,317514.85,193400.0,0,124.12937178304315,124.12937178304315
564.0,04302.020,04522.640,03263.690,9.14,0754.000,7.69,124114,317514.85,181600.0,0,459.34778946936365,459.34778946936365
555.0,05419.860,04503.110,03263.690,9.14,0135.000,6.67,124114,317514.85,168600.0,0,522.7590607923544,522.7590607923544
532.0,04384.870,05648.110,03362.250,9.14,0336.000,8.33,114114,317514.85,187600.0,0,169.3434961887243,169.3434961887243
577.0,05292.880,05644.080,03319.140,9.14,0000,0.00,124114,317514.85,200900.0,0,149.7014788281642,149.7014788281642
736.0,04251.130,04431.660,03149.950,9.34,0336.000,8.33,114114,317514.85,198100.0,0,488.0158315807477,488.0158315807477
605.0,05570.600,05508.310,03562.640,9.16,0816.000,8.33,124114,317514.85,184900.0,0,145.13888761379704,145.13888761379704
671.0,06736.150,06864.040,03562.640,9.16,0000,0.00,124114,317514.85,189700.0,0,158.48223618232691,158.48223618232691
516.0,03486.960,03514.290,066.160,8.64,0552.000,8.33,114114,317514.85,178300.0,0,153.2998271874155,153.2998271874155
608.0,05250.020,05627.700,03372.120,9.14,0336.000,8.33,114114,317514.85,185200.0,0,165.5400476206943,165.5400476206943
662.0,04622.800,04608.140,03263.690,9.14,0135.000,6.67,114114,317514.85,183300.0,0,139.91412411215364,139.91412411215364
538.0,05270.280,04928.870,03451.950,9.16,0456.000,8.33,114114,317514.85,193900.0,0,408.27357321018695,408.27357321018695
863.0,05854.790,05944.810,03263.690,9.14,0000,9.52,114114,317514.85,193400.0,0,322.754391769733,322.754391769733
511.0,04307.600,04634.170,03263.690,9.14,0000,0.00,124114,317514.85,194400.0,0,405.0602203026166,405.0602203026166
552.0,05329.700,05232.410,03362.250,9.14,0135.000,6.67,114114,317514.85,180800.0,0,540.0054498317089,540.0054498317089
789.0,04063.850,06545.740,03263.690,9.14,0336.000,8.33,124114,317514.85,182700.0,0,168.98509331063227,168.98509331063227
830.0,05398.550,06006.990,03451.950,9.16,0876.000,8.33,124114,317514.85,192600.0,0,583.2365014763045,583.2365014763045
534.0,05267.090,05462.940,03362.250,9.14,0135.000,6.67,114114,317514.85,194100.0,0,144.92703335331763,144.92703335331763
555.0,05849.730,05540.040,03275.050,9.14,0492.000,8.33,114114,317514.85,178300.0,0,145.05268991696866,145.05268991696866
388.0,01896.570,01721.700,035.570,8.26,0552.000,8.33,124114,317514.85,181800.0,0,176.24105785995067,176.24105785995067
517.0,05357.430,04937.690,03362.250,9.14,0000,0.00,114114,317514.85,197500.0,0,345.4597540526228,345.4597540526228
328.0,03406.130,03371.310,0157.890,9.47,0552.000,8.33,114114,317514.85,195800.0,0,132.63586681216503,132.63586681216503
0.0,06029.990,028.970,03275.050,9.14,0000,9.52,124114,317514.85,192700.0,0,285.92030315511016,285.92030315511016
594.0,05890.860,05859.640,03451.950,9.16,0000,0.00,114114,317514.85,194900.0,0,433.25581490628434,433.25581490628434
408.0,03747.380,03426.070,0127.330,9.41,036.000,8.33,124114,317514.85,182100.0,0,155.95110268378372,155.95110268378372
555.0,03065.300,05988.710,03451.950,9.16,073.500,9.52,124114,317514.85,188900.0,0,163.3898096159305,163.3898096159305
875.0,05907.080,06854.310,03275.050,9.14,0720.000,6.67,114114,317514.85,203600.0,0,174.49362360610132,174.49362360610132
714.0,04604.990,04167.400,03451.950,9.16,073.500,9.52,124114,317514.85,191800.0,0,148.3314664777786,148.3314664777786
954.0,06010.680,05582.950,03562.640,9.16,0456.000,8.33,124114,317514.85,198700.0,0,159.08232963298988,159.08232963298988
615.0,06396.260,06316.190,03552.630,9.16,0000,0.00,114114,317514.85,189800.0,0,37.05945358200152,37.05945358200152
609.0,05817.940,05637.580,03552.630,9.16,0000,0.00,124114,317514.85,195300.0,0,201.7570221031212,201.7570221031212
520.0,05444.580,05327.420,03362.250,9.14,0000,0.00,124114,317514.85,190400.0,0,157.02537611971428,157.02537611971428
560.0,07440.920,05268.110,03552.630,9.16,0000,0.00,114114,317514.85,181000.0,0,158.74261975446797,158.74261975446797
692.0,06539.290,06790.240,03263.690,9.14,060.000,8.33,114114,317514.85,179000.0,0,514.9859355495386,514.9859355495386
556.0,05522.110,05557.210,03362.250,9.14,0000,0.00,124114,317514.85,198800.0,0,167.33604329600882,167.33604329600882
699.0,05589.410,05602.660,03362.250,9.14,0135.000,6.67,114114,317514.85,183300.0,0,164.62482649749313,164.62482649749313
1167.0,04731.590,06837.030,03362.250,9.14,0000,0.00,124114,317514.85,193100.0,0,381.3622016842354,381.3622016842354
574.0,04406.860,04707.640,03149.950,9.34,0754.000,7.69,114114,317514.85,189900.0,0,496.0350818065181,496.0350818065181
505.0,04460.110,04618.450,03319.140,9.14,0135.000,6.67,114114,317514.85,181500.0,0,164.5177773820425,164.5177773820425
599.0,05635.860,05208.420,03451.950,9.16,0000,6.67,114114,317514.85,189100.0,0,165.88423028092373,165.88423028092373
541.0,04657.390,04686.940,03319.140,9.14,0000,0.00,124114,317514.85,184400.0,0,141.69427314396987,141.69427314396987
587.0,04842.780,05158.830,03319.140,9.14,0754.000,7.69,124114,317514.85,188700.0,0,156.34147334317737,156.34147334317737
538.0,04189.620,04407.070,03263.690,9.14,0754.000,7.69,124114,317514.85,182100.0,0,165.32053821796777,165.32053821796777
595.0,06290.100,06024.820,03462.330,9.16,0000,6.67,114114,317514.85,187800.0,0,332.83041226960523,332.83041226960523
564.0,05351.410,05540.560,03319.140,9.14,0135.000,6.67,114114,317514.85,198400.0,0,289.351687410576,289.351687410576
564.0,05281.040,05419.900,03362.250,9.14,0000,0.00,114114,317514.85,186300.0,0,159.65544469943924,159.65544469943924
598.0,05255.320,04694.520,03319.140,9.14,0336.000,8.33,124114,317514.85,194900.0,0,152.4567707942257,152.4567707942257
765.0,03011.110,06827.290,03319.140,9.14,0754.000,7.69,124114,317514.85,180200.0,0,344.23955704542504,344.23955704542504
1560.0,05640.970,011999.330,03602.680,9.17,0456.000,8.33,114114,317514.85,184500.0,0,467.95386559052275,467.95386559052275
556.0,04202.290,04295.240,03275.050,9.14,0000,0.00,124114,317514.85,185200.0,0,162.9693635378661,162.9693635378661
620.0,04952.930,04828.370,03642.720,9.18,0000,0.00,114114,317514.85,191700.0,0,152.20463277804885,152.20463277804885
565.0,05650.100,06331.380,03462.330,9.16,0816.000,8.33,114114,317514.85,195000.0,0,339.9059790072422,339.9059790072422
592.0,04534.300,03417.930,03275.050,9.14,0105.000,9.52,114114,317514.85,187100.0,0,147.84292811844898,147.84292811844898
502.0,04918.180,05593.400,03503.830,9.17,0000,6.67,114114,317514.85,186000.0,0,437.228157031913,437.228157031913
578.0,04638.510,05034.150,03149.950,9.34,0336.000,8.33,124114,317514.85,187000.0,0,167.00687041666492,167.00687041666492
579.0,05866.610,05795.420,03411.750,9.15,0000,0.00,124114,317514.85,197900.0,0,175.37311634727135,175.37311634727135
401.0,05416.950,05935.210,03451.950,9.16,0000,0.00,124114,317514.85,188000.0,0,178.09730177311366,178.09730177311366
981.0,02536.070,02840.010,066.160,8.64,0552.000,8.33,124114,317514.85,155600.0,0,147.9187555649968,147.9187555649968
1141.0,04991.020,03742.200,0219.020,9.60,0552.000,8.33,124114,317514.85,181500.0,0,168.59358378952874,168.59358378952874
536.0,06271.090,05927.390,03451.950,9.16,0000,6.67,114114,317514.85,203600.0,0,460.8292474653073,460.8292474653073
1308.0,05104.260,010262.730,03097.540,9.34,01056.000,8.33,124114,317514.85,188500.0,0,151.8897909108199,151.8897909108199
701.0,05776.370,05850.140,03372.120,9.14,0135.000,6.67,124114,317514.85,190800.0,0,152.5295727734784,152.5295727734784
927.0,05536.850,08801.480,03552.630,9.16,0754.000,7.69,114114,317514.85,184800.0,0,168.69941924907636,168.69941924907636
929.0,06965.090,05474.950,03319.140,9.14,096.000,8.33,124114,317514.85,200400.0,0,406.2798128391836,406.2798128391836
602.0,04708.210,04869.790,03602.680,9.17,0135.000,6.67,124114,317514.85,179900.0,0,172.5991044180546,172.5991044180546
558.0,05157.890,05251.650,03411.750,9.15,0754.000,7.69,114114,317514.85,192700.0,0,378.19174328150734,378.19174328150734
637.0,04141.300,04746.760,03362.250,9.14,0336.000,8.33,124114,317514.85,194100.0,0,163.3767033907034,163.3767033907034
560.0,05012.720,04959.060,03642.720,9.18,0456.000,8.33,114114,317514.85,194600.0,0,367.33336342139745,367.33336342139745
612.0,05290.280,05975.510,03362.250,9.14,0754.000,7.69,114114,317514.85,190200.0,0,173.3758915095924,173.3758915095924
503.0,04342.480,04445.040,03149.950,9.34,0135.000,6.67,114114,317514.85,200000.0,0,485.3088094904722,485.3088094904722
726.0,05102.580,05843.690,03319.140,9.14,0000,0.00,124114,317514.85,190600.0,0,159.34351157182275,159.34351157182275
916.0,06434.650,07528.260,03642.720,9.18,0000,0.00,124114,317514.85,178900.0,0,147.2960678888483,147.2960678888483
639.0,05528.810,06547.660,03263.690,9.14,01056.000,8.33,114114,317514.85,184300.0,0,276.12193557652233,276.12193557652233
1755.0,06050.380,08910.500,03552.630,9.16,0912.000,8.33,124114,317514.85,179300.0,0,152.4840480209166,152.4840480209166
625.0,05833.280,05613.920,03319.140,9.14,01056.000,8.33,124114,317514.85,191000.0,0,449.5850947341194,449.5850947341194
1444.0,06373.150,04754.000,03108.020,9.34,024.000,8.33,124114,317514.85,197500.0,0,170.23670137967918,170.23670137967918
237.0,02151.030,01934.050,0127.330,9.41,0552.000,8.33,124114,317514.85,190200.0,0,455.8667173998802,455.8667173998802
2411.0,05086.970,06052.910,03552.630,9.16,0000,0.00,124114,317514.85,197300.0,0,484.1503144648149,484.1503144648149
576.0,04485.420,05187.870,03319.140,9.14,0135.000,6.67,124114,317514.85,185500.0,0,172.071516499456,172.071516499456
927.0,04127.060,07663.700,03149.950,9.34,0336.000,8.33,114114,317514.85,195500.0,0,302.22438881051846,302.22438881051846
516.0,04624.320,04416.030,03263.690,9.14,0754.000,7.69,124114,317514.85,187300.0,0,157.1513081436189,157.1513081436189
295.0,03296.920,03183.110,0157.890,9.47,060.000,8.33,124114,317514.85,192300.0,0,163.40547313945322,163.40547313945322
704.0,04616.690,05138.210,03275.050,9.14,0996.000,8.33,124114,317514.85,184700.0,0,173.65145548059684,173.65145548059684
573.0,06464.740,04907.860,03275.050,9.14,01056.000,8.33,114114,317514.85,182500.0,0,166.42316081938338,166.42316081938338
1009.0,02774.120,08358.690,03552.630,9.16,0456.000,8.33,124114,317514.85,187200.0,0,147.1750696292136,147.1750696292136
564.0,06048.190,03173.740,03372.120,9.14,052.500,9.52,124114,317514.85,195700.0,0,166.52503047567959,166.52503047567959
590.0,04686.990,05331.970,03275.050,9.14,0000,0.00,124114,317514.85,181600.0,0,153.26854749247735,153.26854749247735
843.0,05502.270,05843.790,03275.050,9.14,01056.000,8.33,114114,317514.85,188900.0,0,98.37699626579293,98.37699626579293
734.0,05517.210,05073.990,03562.640,9.16,0000,0.00,124114,317514.85,178400.0,0,431.6892104540634,431.6892104540634
757.0,04887.640,05788.750,03642.720,9.18,0819.000,7.69,114114,317514.85,182100.0,0,162.27681629427062,162.27681629427062
523.0,04622.290,04761.290,03275.050,9.14,0135.000,6.67,124114,317514.85,173600.0,0,386.8258726726531,386.8258726726531
371.0,05337.320,0256.750,03503.830,9.17,0819.000,7.69,124114,317514.85,191000.0,0,457.79502835488864,457.79502835488864
132.0,05506.460,0590.040,03642.720,9.18,0000,9.52,124114,317514.85,177200.0,0,424.62829641450867,424.62829641450867
727.0,05068.680,06890.260,03319.140,9.14,0135.000,6.67,114114,317514.85,182900.0,0,140.16395039989166,140.16395039989166
825.0,05558.530,04515.110,03562.640,9.16,0000,6.67,124114,317514.85,203600.0,0,161.6300108488642,161.6300108488642
739.0,05235.360,05513.630,03362.250,9.14,0135.000,6.67,124114,317514.85,186000.0,0,3758.987091257977,3758.987091257977
820.0,05300.020,04928.220,03602.680,9.17,0819.000,7.69,124114,317514.85,190600.0,0,167.4495085416109,167.4495085416109
546.0,04111.550,04279.110,03362.250,9.14,0336.000,8.33,124114,317514.85,188300.0,0,421.0385413101789,421.0385413101789
645.0,05631.350,05608.370,03362.250,9.14,01056.000,8.33,124114,317514.85,189000.0,0,145.5433386785963,145.5433386785963
1235.0,06211.820,07746.310,03411.750,9.15,0000,0.00,114114,317514.85,182900.0,0,151.91439182854958,151.91439182854958
334.0,02352.490,02168.230,096.740,9.03,0552.000,8.33,124114,317514.85,196900.0,0,157.4079658194476,157.4079658194476
598.0,05035.040,05302.380,03319.140,9.14,0996.000,8.33,124114,317514.85,198700.0,0,171.6277048211599,171.6277048211599
520.0,06026.360,05767.280,03451.950,9.16,0000,6.67,114114,317514.85,189300.0,0,173.81300062428937,173.81300062428937
530.0,06074.990,05851.690,03451.950,9.16,0000,6.67,114114,317514.85,206900.0,0,470.54513813833745,470.54513813833745
767.0,04384.130,05119.930,03149.950,9.34,0336.000,8.33,114114,317514.85,174900.0,0,420.96263496907346,420.96263496907346
638.0,05774.320,05425.720,03263.690,9.14,0492.000,8.33,124114,317514.85,201900.0,0,414.8131738677319,414.8131738677319
716.0,06179.470,06148.320,03362.250,9.14,01176.000,8.33,114114,317514.85,171100.0,0,169.25390042898692,169.25390042898692
1373.0,05414.330,08742.170,03362.250,9.14,0000,0.00,114114,317514.85,191100.0,0,286.3699536957285,286.3699536957285
0.0,01147.080,0000,03263.690,9.14,0000,0.00,114114,317514.85,188100.0,0,150.4970633472735,150.4970633472735
493.0,04189.550,04651.480,03319.140,9.14,0000,0.00,124114,317514.85,196000.0,0,172.06725684235363,172.06725684235363
2015.0,04788.640,07200.010,03149.950,9.34,0135.000,6.67,114114,317514.85,175900.0,0,181.95955430470528,181.95955430470528
937.0,05737.500,05679.720,03562.640,9.16,0000,0.00,124114,317514.85,193200.0,0,515.2008222799813,515.2008222799813
693.0,05378.110,07348.820,03319.140,9.14,0000,0.00,124114,317514.85,183500.0,0,153.35014374373054,153.35014374373054
904.0,07644.490,06296.960,03503.830,9.17,060.000,8.33,114114,317514.85,187200.0,0,145.9468701377212,145.9468701377212
596.0,05312.500,03101.570,03319.140,9.14,0754.000,7.69,124114,317514.85,186200.0,0,138.72673399472234,138.72673399472234
521.0,04251.190,04309.220,03263.690,9.14,0754.000,7.69,124114,317514.85,191800.0,0,153.84701329042196,153.84701329042196
613.0,05199.710,05361.150,03275.050,9.14,0996.000,8.33,114114,317514.85,183200.0,0,154.40841393142884,154.40841393142884
539.0,03902.740,04417.800,03263.690,9.14,0336.000,8.33,124114,317514.85,194100.0,0,171.55423394333428,171.55423394333428
578.0,04964.910,04987.320,03275.050,9.14,0996.000,8.33,124114,317514.85,188500.0,0,495.51491625467753,495.51491625467753
853.0,05508.140,05048.960,03552.630,9.16,0819.000,7.69,124114,317514.85,178900.0,0,818.6892269066954,818.6892269066954
560.0,05488.330,05440.300,03362.250,9.14,0135.000,6.67,124114,317514.85,195000.0,0,163.14348336504563,163.14348336504563
624.0,04811.990,05375.650,03362.250,9.14,0754.000,7.69,124114,317514.85,193500.0,0,137.69026958271266,137.69026958271266
688.0,07881.710,05539.270,03642.720,9.18,060.000,8.33,124114,317514.85,187700.0,0,166.430851317455,166.430851317455
520.0,010312.510,05162.380,03263.690,9.14,0720.000,6.67,114114,317514.85,191500.0,0,169.4119345151006,169.4119345151006
622.0,0117.600,05975.620,03552.630,9.16,0754.000,7.69,124114,317514.85,203700.0,0,174.76215642504386,174.76215642504386
785.0,06067.640,05949.050,03275.050,9.14,01056.000,8.33,124114,317514.85,206000.0,0,160.63851302317914,160.63851302317914
734.0,05485.720,06123.890,03503.830,9.17,0819.000,7.69,124114,317514.85,187700.0,0,162.46037166270236,162.46037166270236
1095.0,06202.380,04845.950,03503.830,9.17,0000,0.00,124114,317514.85,188200.0,0,149.71823052101965,149.71823052101965
688.0,05019.530,04419.680,03602.680,9.17,0000,0.00,114114,317514.85,189200.0,0,160.45381277010344,160.45381277010344
671.0,05147.280,06084.980,03451.950,9.16,0754.000,7.69,114114,317514.85,193300.0,0,449.5682894749177,449.5682894749177
396.0,02083.440,02005.960,0157.890,9.47,0552.000,8.33,124114,317514.85,194300.0,0,131.12265700264115,131.12265700264115
564.0,06014.900,05561.990,03372.120,9.14,01176.000,8.33,114114,317514.85,192600.0,0,392.4885500603157,392.4885500603157
476.0,03964.460,04093.180,096.740,9.03,060.000,8.33,124114,317514.85,168800.0,0,142.5308146852973,142.5308146852973
614.0,06264.390,06250.490,03503.830,9.17,0000,0.00,114114,317514.85,180300.0,0,163.45546488055442,163.45546488055442
1357.0,04849.650,010982.410,03149.950,9.34,0000,0.00,124114,317514.85,186200.0,0,179.13114052728304,179.13114052728304
1040.0,04038.520,04505.680,03149.950,9.34,0135.000,6.67,124114,317514.85,169600.0,0,157.00579177402352,157.00579177402352
754.0,03931.110,05722.050,03319.140,9.14,0754.000,7.69,124114,317514.85,193900.0,0,164.27022824261323,164.27022824261323
528.0,05164.250,05043.310,03362.250,9.14,01056.000,8.33,124114,317514.85,189600.0,0,178.25040648255458,178.25040648255458
656.0,05883.990,05914.520,03451.950,9.16,0696.000,8.33,114114,317514.85,193400.0,0,168.56848982790177,168.56848982790177
592.0,05718.300,06800.370,03411.750,9.15,0000,0.00,114114,317514.85,199800.0,0,463.9187936742281,463.9187936742281
681.0,01946.910,03299.040,0127.330,9.41,0552.000,8.33,124114,317514.85,207700.0,0,144.848825596914,144.848825596914
735.0,05160.870,04604.460,03362.250,9.14,0135.000,6.67,124114,317514.85,198500.0,0,161.2326919313008,161.2326919313008
663.0,04753.530,04962.100,03263.690,9.14,0336.000,8.33,124114,317514.85,187500.0,0,278.4236578309025,278.4236578309025
780.0,04846.950,03844.350,03263.690,9.14,0135.000,6.67,114114,317514.85,205000.0,0,529.1700821089104,529.1700821089104
575.0,03294.000,04764.970,03451.950,9.16,0754.000,7.69,114114,317514.85,183800.0,0,150.4373694730621,150.4373694730621
561.0,05558.790,04578.940,03362.250,9.14,0000,0.00,124114,317514.85,185200.0,0,444.83298000562905,444.83298000562905
999.0,04659.030,010172.230,03275.050,9.14,0135.000,6.67,124114,317514.85,188600.0,0,483.5666800734372,483.5666800734372
562.0,05401.580,05295.900,03362.250,9.14,0135.000,6.67,124114,317514.85,200500.0,0,160.6067853263299,160.6067853263299
748.0,04465.320,04898.660,03263.690,9.14,0000,6.67,124114,317514.85,191200.0,0,170.09734998398272,170.09734998398272
590.0,05095.880,05208.340,03319.140,9.14,0135.000,6.67,124114,317514.85,204300.0,0,156.32645932219404,156.32645932219404
596.0,06320.910,05670.070,03552.630,9.16,0000,0.00,124114,317514.85,198500.0,0,158.30552034435502,158.30552034435502
1499.0,06339.960,06468.960,03411.750,9.15,0000,6.67,114114,317514.85,200800.0,0,147.3853041280425,147.3853041280425
990.0,02504.100,03253.080,066.160,8.64,0552.000,8.33,114114,317514.85,160100.0,0,171.34680972057348,171.34680972057348
809.0,03037.040,02882.040,066.160,8.64,0552.000,8.33,114114,317514.85,161500.0,0,150.42796508794044,150.42796508794044
624.0,05745.730,04625.310,03362.250,9.14,0000,9.52,124114,317514.85,182600.0,0,165.71536142095286,165.71536142095286
522.0,05012.800,04719.860,03362.250,9.14,0000,0.00,114114,317514.85,173500.0,0,427.23777201712835,427.23777201712835
593.0,06522.450,06700.890,03263.690,9.14,096.000,8.33,114114,317514.85,197500.0,0,276.54859601036355,276.54859601036355
1202.0,06672.400,010245.560,03362.250,9.14,01056.000,8.33,124114,317514.85,179600.0,0,165.8730739541056,165.8730739541056
588.0,04560.360,05468.470,03275.050,9.14,0135.000,6.67,114114,317514.85,169400.0,0,427.6027531553636,427.6027531553636
1016.0,05810.410,05775.420,03642.720,9.18,0000,0.00,124114,317514.85,183600.0,0,141.470278918885,141.470278918885
